ID	Gene Symbol
1759934_s_at	ECs2508 /// yeaT /// yeaT
1759935_at	ECs4977
1759937_s_at	ECs5206 /// ytfR /// ytfR /// Z5839
1759938_at	pinE
1759939_s_at	carA /// carA /// ECs0035
1759940_s_at	dapA
1759941_s_at	ECs0273 /// Z0308
1759943_s_at	ECs2005 /// ydbL
1759945_at	c1417
1759946_s_at	ECs3978 /// yqjB /// yqjB
1759949_at	c2393
1759950_s_at	ECs2362 /// lhr
1759952_s_at	bglA /// bglA /// ECs3773
1759953_at	mdlA
1759954_at	ECs2833
1759955_at	ECs1184
1759956_s_at	ECs4551 /// Z5102
1759957_s_at	ECs3740 /// xdhB /// ygeT
1759959_s_at	ECs0834 /// Z0972
1759960_s_at	ECs4711 /// rep /// rep
1759962_at	yphF
1759963_s_at	ECs3504 /// Z3935
1759965_s_at	ECs3440 /// nadB /// nadB
1759969_s_at	c1611
1759970_s_at	gshB
1759971_s_at	ECs3321 /// Z3715
1759972_s_at	cadB /// cadB /// ECs5114
1759973_at	sgbU
1759974_s_at	ECs4292 /// Z4811
1759975_at	c2295
1759976_s_at	ECs2070 /// narY /// narY
1759977_s_at	ECs4207 /// yhfA /// yhfA
1759978_s_at	yjgG_1
1759979_s_at	ECs1937 /// sieB /// sieB
1759980_s_at	ECs5076 /// phnO /// phnO
1759981_s_at	ECs1912 /// ynaI /// ynaI /// Z2437
1759982_s_at	c3163 /// ECs1640 /// Z1894
1759983_at	c3631
1759984_s_at	ECs1386 /// Z1203 /// Z1643
1759985_at	c3719
1759986_s_at	c3826
1759987_s_at	cca /// cca
1759988_s_at	alr /// alr
1759989_s_at	ECs4031 /// yraP /// yraP
1759990_at	c4503
1759991_at	c3615
1759992_s_at	dos /// Z2221m
1759993_s_at	ECs2856 /// gmm /// wcaH
1759994_s_at	ECs5261 /// Z5899
1759995_s_at	c2484 /// c5207
1759996_s_at	ECs2359 /// nemA /// nemA
1759997_s_at	c3917
1759998_s_at	rhtB /// rhtB /// yigK
1759999_s_at	ECs4324 /// Z4849
1760000_at	c4839
1760002_at	uvrA
1760003_s_at	c5447 /// c5448 /// ECs5328
1760004_at	lldR
1760006_s_at	c5380
1760007_s_at	ECs2925 /// yehI
1760008_s_at	ECs1037 /// rmf
1760009_s_at	c0278 /// c1278 /// c2526 /// c3668
1760010_s_at	ECs2484 /// ydjK /// ydjK /// Z2813
1760011_s_at	eaeH /// eaeH /// ECs0336
1760012_s_at	ECs4821 /// fdhD /// fdhD
1760014_at	yedN
1760015_s_at	c4195
1760016_s_at	ECs2610 /// ftnB /// yecI /// yecI
1760018_at	c5143
1760019_s_at	c1714 /// ECs5426
1760020_s_at	ebgR /// ebgR /// ECs3957
1760021_s_at	ECs5201 /// yjfA
1760022_s_at	c1051
1760024_s_at	ydjH /// ydjH
1760025_s_at	c0182
1760028_s_at	c2748
1760030_at	c1413
1760031_s_at	ECs1481 /// hinT /// ycfF
1760033_s_at	ECs2433 /// yniC /// yniC /// Z2756
1760034_at	yhjL
1760036_at	pgtP
1760037_s_at	cynX /// cynX /// ECs0394
1760038_s_at	c2944 /// ECs5495 /// ypeB /// Z3676
1760039_s_at	ygbJ /// ygbJ
1760040_at	flu
1760041_s_at	ECs5018 /// malK /// malK
1760042_at	c5000
1760043_s_at	ECs2604 /// otsA
1760044_at	c1452
1760045_s_at	ECs3349 /// hyfG /// hyfG
1760046_s_at	gabD /// gabD
1760047_at	alpA
1760048_s_at	bioA /// bioA /// ECs0852
1760049_s_at	cobT
1760050_s_at	ECs1176 /// gamW /// gamW /// Z3365
1760051_s_at	ECs2780 /// yeeN /// yeeN /// Z3140
1760052_s_at	ECs0180 /// hlpA /// skp
1760053_s_at	fliH /// fliH
1760054_at	c2458
1760055_s_at	ECs3703 /// yqeH /// yqeH
1760056_at	recG
1760057_s_at	ECs5125 /// yjeI /// yjeI
1760058_s_at	ECs4698 /// hdfR /// yifA
1760060_s_at	ECs4298 /// ugpA /// ugpA
1760061_s_at	ECs1346 /// Z1167 /// Z1606
1760063_s_at	ECs0619 /// ybdK /// ybdK
1760064_s_at	arcC /// ECs0583 /// ybcF
1760067_s_at	ECs1345 /// Z1166 /// Z1605
1760068_s_at	ECs0059 /// imp /// imp
1760069_at	c2510
1760070_at	yffQ
1760071_s_at	ECs4271 /// Z4788
1760072_at	yhhH
1760073_s_at	ECs2162 /// ECs2721 /// ECs2945 /// Z2144 /// Z3079
1760076_at	glpC
1760077_s_at	ECs3942 /// ygiH
1760079_s_at	ECs2293 /// ynfE /// ynfE /// Z2575
1760080_at	c2414
1760081_s_at	ECs1508 /// ECs2764 /// Z1772 /// Z3125
1760082_s_at	ECs2125 /// lsrG /// Z2187
1760083_s_at	c3509 /// ECs3802 /// Z4270
1760084_s_at	ECs5272 /// fimE /// fimE
1760085_at	c5290
1760086_s_at	ECs5415 /// Z1197 /// Z1637
1760087_s_at	c0118 /// c0233
1760089_s_at	ECs4532 /// yicI
1760090_at	Z2561
1760091_s_at	ompC
1760092_at	yqiC
1760093_at	ECs5292
1760094_s_at	ECs1034 /// pqiA /// pqiA
1760095_s_at	ECs4928 /// purD
1760096_s_at	c4113
1760097_s_at	ECs1004 /// smtA /// smtA
1760098_s_at	ECs3884 /// yghX /// Z4353
1760099_s_at	ECs3136 /// yfaX /// yfaX /// Z3506
1760100_at	c3390
1760101_at	c4756
1760102_s_at	ECs4134 /// yhdJ /// yhdJ
1760103_s_at	pphA /// pphA
1760104_s_at	ECs0561 /// ybbD /// ybbD
1760105_s_at	c2854
1760106_at	c4776
1760107_s_at	ECs3143 /// Z3513
1760108_at	c3972
1760110_at	relB
1760113_s_at	astE /// ECs2450 /// ydjS
1760114_s_at	aroG /// ECs0782
1760115_at	ycjN
1760116_s_at	ECs2884 /// mdtC /// yegO
1760117_at	yigN
1760118_s_at	ECs5208 /// yjfF
1760119_s_at	c3680 /// c5146
1760121_s_at	hybF /// hypA
1760122_s_at	ECs1508 /// Z1772
1760123_s_at	c1605 /// ycgE /// ycgE
1760124_at	nadB
1760125_s_at	ycgX /// ycgX
1760126_at	c4848
1760127_at	pppA
1760128_s_at	ECs0476 /// xseB /// xseB
1760129_s_at	ECs5181
1760130_s_at	ECs3034 /// yohK /// yohK
1760131_at	yegM
1760132_at	c4204
1760133_s_at	ECs1652 /// Z1921
1760134_s_at	ECs4121 /// mreD /// mreD
1760135_at	c0959
1760136_s_at	arsB /// arsB /// ECs4374
1760138_s_at	ccmC /// ccmC /// ECs3088
1760139_s_at	c2541
1760140_s_at	c4714 /// ECs4726 /// rffT /// Z5304
1760143_at	c1439
1760144_at	yagI
1760145_s_at	c3919
1760146_at	c2424
1760147_s_at	ECs3166 /// nuoH /// nuoH
1760149_s_at	ECs3609 /// Z4064
1760150_s_at	ECs1194 /// ECs2983
1760151_s_at	ECs1370 /// Z1190 /// Z1629m
1760152_s_at	ECs1285 /// Z1545
1760153_at	yiaO
1760154_s_at	ECs2405 /// ydiR /// ydiR
1760156_s_at	uidA
1760157_s_at	ECs0788 /// modF
1760159_s_at	ECs0913 /// yliF /// yliF /// Z1058
1760160_at	mrdB
1760161_s_at	rdgC /// rdgC
1760162_at	c5073
1760164_s_at	cheR /// cheR /// ECs2594
1760165_s_at	ECs2129 /// yneF /// yneF /// Z2182
1760166_s_at	c4088
1760167_s_at	cusR /// cusR /// ECs0609 /// ylcA
1760169_s_at	ECs1930 /// ydaQ /// ydaQ
1760171_s_at	ECs3122 /// yfaH /// Z3495
1760172_s_at	ECs3238 /// Z3620
1760173_at	c0947
1760175_at	ECs1588
1760176_s_at	cmoA /// ECs2580 /// yecO
1760177_s_at	ECs3353 /// hyfR /// hyfR
1760178_at	c1531
1760179_at	intT
1760180_s_at	ECs3612 /// Z4067
1760182_s_at	pheA /// pheA
1760183_s_at	ECs0342 /// ykgC /// ykgC
1760184_s_at	c4541 /// c4542
1760185_s_at	ygjR /// ygjR
1760186_s_at	ECs0897 /// ybiT /// ybiT /// ybiT
1760187_at	codA
1760188_at	c5398
1760189_s_at	ECs2500 /// yeaN /// yeaN /// yeaN
1760190_s_at	ECs5164 /// yjfN /// yjfN
1760191_x_at	ECs1530 /// ECs2743 /// Z2374
1760192_x_at	ECs2636 /// Z2981
1760193_s_at	dgkA /// ECs5025
1760194_s_at	wzxC
1760196_at	dnaE
1760197_s_at	ECs3473 /// ffh /// ffh
1760198_s_at	ECs3956 /// ygjH /// ygjH
1760200_s_at	ECs1093 /// ECs2184 /// ECs2739 /// Z2369
1760201_s_at	ECs1943 /// Z2398
1760202_s_at	ECs3367 /// yfgH /// yfgH /// Z3769
1760204_at	ECs5582
1760205_s_at	ECs5150 /// hflK /// hflK
1760206_s_at	ECs1892 /// ycjQ /// ycjQ /// ycjQ
1760207_s_at	ECs4561 /// tir
1760208_s_at	ECs0234 /// Z0266
1760209_s_at	c1491
1760210_at	c5156
1760211_at	yfjY
1760212_s_at	ECs4479 /// Z5028
1760213_s_at	dinG /// dinG
1760214_s_at	citB /// dpiA /// ECs0659
1760215_s_at	ECs4632 /// yidA /// yidA
1760217_s_at	agp /// c1138 /// ECs1158
1760218_s_at	yfhK /// yfhK
1760221_at	yiaH
1760223_s_at	ECs3988 /// yhaK /// yhaK
1760224_at	c2485
1760225_s_at	rpoB /// rpoB
1760226_s_at	c3427 /// ECs3689 /// ygdQ /// Z4150
1760227_s_at	c3192 /// c3194
1760228_s_at	ECs1997 /// uspF /// ynaF
1760231_at	c1885
1760232_s_at	ECs3746 /// hyuA /// Z4212
1760233_s_at	c3523 /// ECs3813 /// Z4282
1760234_s_at	ECs5157 /// yjfI /// yjfI
1760235_s_at	yejE /// yejE
1760236_s_at	araD
1760237_s_at	ECs3036 /// sanA /// sanA
1760239_s_at	ECs4327 /// Z4852
1760240_s_at	ECs1242 /// Z1495
1760241_s_at	rpsF /// rpsF
1760242_s_at	argD /// argD
1760244_at	yfdM
1760245_at	ECs4944
1760246_s_at	bcsB /// ECs4412 /// yhjN
1760247_s_at	c1908
1760248_s_at	ECs1201 /// ECs2977 /// Z1458 /// Z3346
1760249_s_at	ECs4444 /// wecH /// yiaH
1760250_s_at	ECs2033 /// ydcK /// ydcK /// Z2290
1760251_s_at	fixB /// fixB
1760252_s_at	ECs4240 /// yrfF /// yrfF /// yrfF
1760253_at	ybdA
1760254_s_at	papK /// papK_2
1760255_s_at	ECs1860 /// yciW /// yciW /// yciW
1760256_s_at	ECs4521 /// yicG /// yicG
1760257_s_at	ECs2410 /// ydiA /// ydiA
1760258_s_at	ECs3487 /// Z3920
1760259_s_at	ECs0255 /// yafM
1760261_s_at	ECs2037 /// ydcN /// ydcN
1760263_s_at	lpxB /// lpxB
1760264_at	yhiH
1760265_s_at	ECs1247 /// Z1501
1760266_at	c5012
1760267_at	c0038
1760268_at	c5027
1760270_s_at	ECs3096 /// napD
1760271_at	yeeJ
1760272_s_at	ECs5282 /// uxuB /// uxuB /// uxuB
1760273_s_at	ECs3303 /// yfeY /// yfeY /// Z3697
1760274_s_at	ECs4469 /// yibF /// yibF
1760275_s_at	ECs3892 /// metC /// metC
1760276_s_at	c1400 /// ECs1501 /// intN
1760277_s_at	c4281
1760278_at	ybaL
1760279_at	c0337
1760280_at	aroG
1760282_s_at	ECs2847 /// Z3206
1760283_s_at	ECs3235 /// Z3617
1760284_s_at	ECs5048 /// yjcF
1760286_s_at	ECs3031 /// Z3394
1760289_s_at	ECs0427 /// sbmA /// sbmA
1760290_s_at	ECs0752 /// sucB /// sucB
1760291_s_at	ECs0428 /// yaiW
1760292_s_at	ECs1824 /// Z6010
1760293_s_at	ECs3220 /// yfcS
1760294_s_at	ECs0079 /// leuL
1760295_s_at	sppA /// sppA
1760297_at	c1937
1760299_s_at	ECs4211 /// pabA /// pabA
1760300_s_at	ECs2059 /// yncH /// Z2264
1760301_at	Z0243
1760302_s_at	ECs4409 /// yhjK /// yhjK
1760304_at	c3206
1760305_s_at	ECs2601 /// flhC /// flhC
1760306_at	c3566
1760307_s_at	c2993
1760308_s_at	ECs3749 /// yqeC /// yqeC /// Z4215
1760309_s_at	ECs3027 /// Z3390
1760310_at	yfjI
1760311_at	c0909
1760312_s_at	ECs1348 /// Z1168 /// Z1607
1760313_at	c2158
1760314_s_at	c2615 /// ECs2893 /// gatR
1760315_at	ECs3715
1760316_s_at	ECs0124 /// speD
1760318_s_at	ydfB /// ydfB /// Z1330
1760319_s_at	ECs0589 /// ybcI /// ybcI
1760320_at	sfaB
1760321_at	c1660
1760323_s_at	ECs2700 /// yedJ /// yedJ
1760324_s_at	ECs1219 /// Z1475
1760325_at	c3680
1760326_s_at	obgE /// obgE
1760327_at	Z1419
1760329_s_at	ECs5293 /// yjiJ
1760330_s_at	c3581
1760331_s_at	ECs1061 /// Z1328
1760332_s_at	ECs0388 /// prpE /// prpE
1760333_s_at	ECs2991 /// Z3359
1760334_at	c2492
1760335_s_at	c1584 /// c3161 /// ECs1642 /// Z1898
1760336_s_at	ECs2603 /// uspC /// yecG
1760337_s_at	ECs3203 /// usg /// usg
1760339_s_at	ECs5132 /// frdD /// frdD
1760340_s_at	ECs1897 /// ycjV /// ycjV
1760342_at	yhhY
1760343_s_at	deoA /// ECs5595
1760346_s_at	ECs4573 /// escJ
1760347_s_at	ECs3728 /// Z4192
1760348_s_at	c3545
1760349_s_at	c3878 /// ECs4000 /// yhaB /// yhaB
1760350_at	yegZ
1760351_at	c2985
1760352_s_at	c3391
1760353_s_at	ECs0212 /// Z0244
1760354_at	phr
1760355_s_at	ECs3160 /// nuoN /// nuoN
1760356_s_at	c0651 /// c1474
1760357_s_at	ECs1761 /// ECs2284 /// Z2039 /// Z6078
1760358_s_at	ECs2961 /// Z2114 /// Z3098
1760359_s_at	bcsC /// ECs4410 /// yhjL
1760362_s_at	ECs1911 /// mppA /// mppA /// Z2438
1760363_s_at	ECs2409 /// pps /// ppsA
1760364_s_at	dppF /// dppF
1760365_s_at	ECs3232 /// Z3614
1760366_s_at	ECs0254 /// yafL
1760368_s_at	ECs5136 /// poxA /// yjeA
1760369_at	hypE
1760370_s_at	hisG
1760371_at	aslA
1760372_at	c4735
1760373_at	c0365
1760374_s_at	ECs1296 /// Z1556
1760375_at	ycjD
1760376_s_at	c5355 /// yjgM
1760377_s_at	srlR /// srlR
1760378_s_at	deoA
1760379_at	yddH
1760380_s_at	ECs4768 /// tatC /// yigU
1760381_s_at	pinH /// Z3949
1760382_at	cysH
1760383_s_at	ECs2184 /// ECs2739 /// Z2369
1760384_at	c3176
1760385_s_at	ECs1622 /// Z1876
1760386_s_at	ECs3936 /// glnE
1760387_s_at	viaA /// yieM
1760388_s_at	ECs2667 /// yedD /// yedD
1760389_s_at	ECs4862 /// priA
1760390_s_at	ECs2034 /// tehA
1760391_s_at	c5361
1760393_s_at	Z1856
1760394_s_at	dgsA /// ECs2300 /// mlc /// mlc
1760395_at	c4507
1760396_at	Z2367
1760397_s_at	c1185
1760398_at	ypfI
1760399_s_at	c2316 /// ECs5464 /// yecJ
1760400_at	yddE
1760401_at	c3187
1760402_s_at	yihM /// yihM
1760404_at	rfaJ
1760405_at	c4527
1760407_s_at	ECs0764 /// Z0895
1760408_s_at	ECs4506 /// rfaG /// rfaG
1760409_s_at	ECs3581 /// hycA /// hycA
1760410_at	rfaZ
1760411_s_at	ECs2390 /// sufB /// ynhE
1760412_s_at	tauD /// tauD
1760413_s_at	ECs3879 /// hybC /// hybC
1760414_s_at	c5426 /// ECs5309 /// Z5949
1760416_at	yaiT
1760417_s_at	ECs3588 /// ygbA /// ygbA
1760418_s_at	ECs2217 /// Z2084
1760419_at	smg
1760420_s_at	ECs1115 /// Z2353
1760421_at	speF
1760423_s_at	ECs2489 /// yeaD /// yeaD
1760424_s_at	ECs2510 /// yeaV /// yeaV
1760425_s_at	ECs4803 /// yihS
1760426_s_at	zraP /// zraP
1760428_s_at	glpC /// glpC
1760429_at	c3633
1760430_at	pcnB
1760431_at	ECs4971
1760432_s_at	uhpT /// uhpT
1760433_at	c4533
1760434_s_at	ECs1263 /// efeU /// Z1519
1760435_s_at	cysA /// ECs3293
1760437_s_at	c4168
1760438_s_at	ECs2295 /// ynfG /// ynfG /// Z2577
1760439_s_at	ECs3576 /// hycF /// hycF
1760440_at	malZ
1760442_s_at	c3159 /// ECs1644
1760443_s_at	ECs1464 /// rluC /// rluC /// yceC
1760447_s_at	ecpD /// ECs0144
1760448_s_at	ECs4460 /// yiaT /// yiaT
1760449_at	yfeS
1760450_s_at	c2068 /// ECs2381 /// ydhY /// Z2702
1760451_s_at	ECs5060 /// yjcO /// yjcO
1760452_s_at	c3234 /// ECs3543 /// ygaY /// Z3982
1760453_s_at	ECs2660 /// fliZ /// fliZ
1760455_s_at	ECs5006 /// pagB /// yjbD
1760456_s_at	c0298 /// c0299
1760457_s_at	yajC /// yajC
1760458_s_at	agaR /// agaR /// ECs4009
1760460_at	yehP
1760461_s_at	c0828
1760462_s_at	asnC /// asnS
1760463_at	yihX
1760464_s_at	ECs2216 /// Z2085
1760466_at	yfaL
1760468_s_at	ECs2332 /// ydgJ /// ydgJ /// Z2629
1760469_s_at	c0784
1760470_s_at	ECs2724 /// ECs2948 /// Z3083
1760471_at	c5298
1760472_s_at	ECs1077 /// Z1341
1760473_s_at	ECs4426 /// Z4965
1760474_at	yfjW
1760476_at	ycaN
1760477_s_at	ECs0684 /// ybeS
1760478_s_at	ECs2826 /// hisF /// hisF
1760479_at	c1035
1760480_s_at	glyA
1760481_s_at	ECs5302 /// yjiR /// yjiR
1760482_s_at	ECs1694 /// modD
1760483_at	narG
1760485_at	c4501
1760488_s_at	ECs5251 /// Z5887
1760489_s_at	dcuA /// dcuA /// ECs5119
1760490_x_at	ldrB /// Z1989
1760491_s_at	ECs2889 /// yegQ /// yegQ /// yegQ
1760492_s_at	ECs1298 /// ycdU /// ycdU
1760493_at	c2791
1760494_s_at	ECs4756 /// yigL /// Z5347
1760495_s_at	ECs3633 /// ygcF /// ygcF
1760496_s_at	ECs4445 /// yiaA /// yiaA
1760497_at	c3639
1760498_s_at	cafA /// ECs4119 /// rng
1760499_s_at	ECs0628 /// fepG /// fepG
1760500_at	guaB
1760501_s_at	ccmE /// ccmE /// ECs3086
1760502_s_at	znuB /// znuB
1760506_at	molR_C
1760507_at	nmpC
1760508_s_at	allA /// ECs0566 /// ybbT
1760509_s_at	ECs4396 /// gadX /// yhiX
1760510_s_at	ECs0196 /// proS
1760511_s_at	ECs2635 /// Z2980
1760512_s_at	ECs3780 /// ygfB /// ygfB
1760514_s_at	ECs3068 /// rtn /// rtn
1760515_s_at	ECs3652 /// yqcC /// yqcC /// Z4108
1760516_s_at	ECs1656 /// ybcY /// Z1925
1760517_s_at	idnR /// idnR
1760518_s_at	ECs1152 /// torA /// torA /// torA
1760519_s_at	ECs1615 /// ybcK /// Z1871
1760522_at	nrfE
1760523_s_at	ECs3759 /// ygfT /// ygfT
1760524_s_at	ECs4729 /// yifK /// yifK
1760525_at	rtcA
1760526_at	c5137
1760527_s_at	bamD /// ECs3458 /// yfiO /// Z3889
1760528_at	c5373
1760529_s_at	livF
1760530_s_at	c2129 /// cedA /// ECs2437 /// Z2760
1760531_s_at	ECs0759 /// Z0890
1760533_s_at	ECs1904 /// ycjG /// ycjG /// ycjG
1760534_s_at	ECs4719 /// rffE /// wecB
1760535_s_at	napG /// napG
1760539_s_at	mtgA /// mtgA
1760540_s_at	ispG /// ispG
1760542_s_at	ECs5062 /// mdtP /// yjcP
1760543_s_at	dnaT /// dnaT /// ECs5322
1760544_s_at	rimI /// rimI
1760545_s_at	ECs2098 /// gadB /// gadB /// gadB
1760547_s_at	ECs1949 /// Z2393
1760548_s_at	ECs3985 /// yhaH /// yhaH /// yhaH
1760549_s_at	c5042
1760552_at	djlC
1760553_s_at	ECs3966 /// rlmG /// ygjO
1760554_s_at	ECs0624 /// fes
1760555_s_at	ECs3997 /// tdcB /// tdcB
1760556_at	yadB
1760557_at	c2429
1760558_s_at	ECs0575 /// ybbY /// ybbY
1760559_s_at	pheP
1760560_s_at	accA /// accA /// ECs0187
1760561_s_at	mltB /// mltB
1760562_at	Z2052
1760563_at	murQ
1760564_s_at	ECs4742 /// yigB
1760565_at	c0336
1760567_s_at	ECs3311 /// eutC /// eutC
1760568_s_at	ebgC /// ebgC
1760570_s_at	ECs1202 /// ECs2976
1760571_s_at	c1493
1760572_at	yfdN
1760573_at	wzxE
1760575_s_at	yjaA /// yjaA
1760576_s_at	c3759
1760579_s_at	ECs3764 /// recJ /// recJ
1760580_at	c3031
1760582_at	rfbX
1760583_at	c0080
1760584_s_at	c2669 /// ECs3024 /// yohF /// yohF
1760587_s_at	c2046
1760588_s_at	yghT /// yghT
1760589_s_at	ECs3721 /// Z4185
1760590_at	yfdK
1760592_at	xdhD
1760593_s_at	ECs0715 /// fldA /// fldA
1760594_s_at	ECs2109 /// ydeS /// ydeS /// Z2204
1760595_s_at	bcsE /// ECs4416 /// yhjS /// yhjS
1760597_s_at	ECs1444 /// rimJ
1760598_s_at	Z2403
1760599_s_at	cspI /// cspI
1760600_s_at	ECs2148 /// ydfG /// ydfG
1760601_s_at	clcA /// ECs0159 /// yadQ
1760604_s_at	ECs0872 /// ybhF /// ybhF /// ybhF
1760605_at	c5356
1760606_s_at	ECs0111 /// hofB
1760608_s_at	c0468 /// c2489
1760609_s_at	c0429 /// ECs0353 /// Z0393
1760610_s_at	ECs4253 /// yhgA /// yhgA
1760611_s_at	ECs3227 /// fadL
1760612_s_at	ECs3081 /// yejO /// yejO
1760613_s_at	ccmH /// ccmH
1760614_s_at	ECs1272 /// Z1528
1760616_s_at	Z1127 /// Z1566
1760617_s_at	glnA
1760618_s_at	ECs1885 /// pspE
1760619_s_at	ECs2330 /// malY /// malY /// malY
1760620_x_at	c0471
1760621_s_at	ECs3356 /// yfgC /// Z3757
1760622_s_at	astA /// c2147 /// ECs2453 /// Z2779
1760624_at	yjjM
1760626_at	c2563
1760627_s_at	ECs2215 /// ECs2769
1760629_s_at	ECs4807 /// yihW /// yihW
1760630_s_at	ECs4277 /// glgB /// glgB
1760632_s_at	c3949
1760633_at	ECs3934
1760634_s_at	ECs5045 /// soxR /// soxR
1760635_at	c4205
1760636_s_at	ECs4706 /// ilvA /// ilvA
1760637_s_at	ECs1682 /// fadR /// fadR
1760638_at	yhcM
1760639_s_at	panC
1760641_s_at	ECs4813 /// Z5429
1760642_s_at	ECs1279 /// Z1537
1760643_s_at	flgD /// flgD
1760645_s_at	ECs4563 /// Z5114
1760646_s_at	rplU /// rplU
1760647_at	Z2372
1760648_at	c4545
1760649_s_at	ECs5009 /// yjbE /// yjbE
1760650_at	yfjP
1760651_s_at	ECs1840 /// Z2542
1760652_s_at	deoD /// deoD
1760653_s_at	hemH
1760654_at	Z0373
1760655_s_at	ECs3706 /// yqeK /// yqeK
1760656_s_at	c1106 /// ECs1052 /// yccX /// Z1320
1760658_s_at	ECs2909 /// Z3271
1760659_at	hycC
1760660_at	intF
1760662_at	yeaX
1760664_s_at	ECs0983 /// ycaD /// ycaD
1760665_s_at	c3040
1760666_at	yhfX
1760668_s_at	rhaB
1760671_s_at	ECs3439 /// rpoE /// rpoE
1760673_s_at	ECs3281 /// yfeR /// yfeR /// yfeR
1760674_s_at	recO /// recO
1760675_s_at	ECs2841 /// per
1760676_s_at	c3513 /// ECs3806 /// yggF /// yggF
1760677_at	c1202
1760678_s_at	c3549
1760679_at	ryjA
1760680_at	Z4186
1760682_s_at	glmU /// glmU
1760684_s_at	malF /// malF
1760686_s_at	ECs1543 /// ECs1793 /// ECs1972 /// ECs2250 /// Z1360 /// Z1804 /// Z3331 /// Z6044
1760687_s_at	ECs5162 /// yjfC /// yjfC /// yjfC
1760688_at	Z3292
1760689_at	ECs1125
1760690_s_at	ECs1477 /// holB /// holB
1760691_s_at	ECs4082 /// hpf /// yhbH
1760693_s_at	ECs3109 /// yfaQ /// yfaQ /// Z3479
1760694_at	c3658
1760695_at	yqiI
1760696_s_at	ECs5288 /// yjiH /// yjiH
1760697_at	narZ
1760698_s_at	ECs3852 /// Z4322
1760699_s_at	ECs5002 /// Z5617
1760700_s_at	c2909 /// ECs3253 /// oxc /// Z3637
1760701_s_at	ECs1754 /// ispZ /// yciB /// yciB
1760704_at	c0934
1760705_at	c4230
1760706_s_at	ECs1228 /// ECs1992 /// ECs2231 /// ECs2941 /// Z1483 /// Z2340 /// Z3307
1760708_at	thiH
1760709_s_at	ECs3578 /// hycD /// hycD /// hycD
1760711_s_at	ECs2846 /// galF /// galF
1760713_s_at	rrlA /// rrlA /// rrlB /// rrlB /// rrlC /// rrlC /// rrlD /// rrlD /// rrlE /// rrlE /// rrlG /// rrlG /// rrlH /// rrlH
1760714_s_at	ECs2538 /// yebQ /// yebQ /// Z2875
1760715_s_at	ECs0667 /// ybeF /// ybeF
1760716_s_at	rnpB
1760717_s_at	c0460 /// lacI /// lacI
1760718_s_at	ECs2010 /// ynbA /// ynbA /// Z2319
1760719_s_at	cdh /// cdh /// ECs4843
1760720_at	ydiS
1760721_s_at	srlA /// srlA /// srlA_2
1760723_s_at	ECs1772 /// Z2053
1760724_s_at	ECs3154 /// elaB /// elaB
1760725_s_at	ECs4194 /// yheL /// yheL
1760726_s_at	c4645
1760727_s_at	ygaM /// ygaM
1760728_s_at	ECs3974 /// uxaC /// uxaC
1760729_at	ECs2212
1760730_s_at	chuU /// chuU /// ECs4386
1760732_at	c0326
1760733_s_at	ECs2468 /// ynjI /// Z2795
1760735_s_at	ECs0245 /// yncI /// Z0275
1760736_s_at	ECs0962 /// ybjD
1760737_at	c4774
1760738_s_at	ECs3993 /// tdcF /// yhaR
1760739_at	fes
1760740_at	c4837
1760741_at	c0761
1760742_s_at	lldD /// lldD
1760743_at	c0350
1760744_at	cysU
1760745_s_at	rpsL /// rpsL
1760746_s_at	c0500
1760748_s_at	ECs5116 /// yjdC /// yjdC
1760749_s_at	ECs0061 /// Z0065
1760750_s_at	ftrA
1760751_s_at	astB /// ECs2451 /// Z2777
1760752_s_at	rplB /// rplB
1760753_at	stfE
1760754_s_at	c3139 /// ECs3479 /// smpA /// smpA
1760755_s_at	c0897
1760757_s_at	thiJ /// yajL
1760758_at	c4987
1760760_s_at	ECs2964 /// Z2117 /// Z3100
1760761_s_at	ECs0443 /// Z0491
1760762_s_at	c2019 /// ECs2336 /// rsxA /// Z2633
1760763_s_at	cdsA
1760764_s_at	ECs3702 /// yqeG /// yqeG /// Z4165
1760765_s_at	ECs4260 /// malT
1760766_s_at	ECs2135 /// sotB /// ydeA /// ydeA
1760767_at	ssuE
1760768_s_at	marB /// marB
1760770_s_at	ECs3761 /// Z4227
1760771_s_at	ECs1097 /// Z2121
1760772_at	ygcS
1760773_s_at	rplN /// rplN
1760774_at	aroA
1760775_at	c2897
1760776_s_at	c1145 /// ECs1254 /// rutE /// Z1507
1760777_s_at	ECs5063 /// yjcQ
1760778_s_at	ECs4621 /// yidL /// yidL /// yidL
1760779_s_at	c0545
1760780_s_at	ECs3932 /// yqiJ /// yqiJ /// Z4402
1760781_s_at	ECs3991 /// yhaO /// yhaO
1760783_s_at	tdh
1760785_s_at	ECs4616 /// yidG /// yidG
1760786_s_at	ECs3447 /// yfiF /// yfiF
1760787_s_at	flgE /// flgE
1760788_s_at	ECs0300 /// Z0337
1760789_s_at	ECs1240 /// Z1493
1760790_s_at	ECs0260 /// yafO /// yafO
1760791_at	yphC
1760792_s_at	ECs5487
1760793_s_at	ECs5061 /// fdhF /// fdhF /// fdhF
1760794_s_at	ECs2740 /// Z2370
1760795_at	c0349
1760796_s_at	ECs4256 /// gntY /// yhgI
1760798_s_at	ECs3540 /// proV /// proV
1760799_s_at	bcsA /// bcsA
1760800_s_at	ECs0886 /// ybiO /// ybiO
